majlis_id,term,name,name_dv,constituency,constituency_dv,party,seat_no,photo_url,source_id
86,19,Ali Niyaz,ޢަލީ ނިޔާޒް,Hulhumale',ހުޅުމާލެ ދާއިރާ,MDP,1,https://majlis.gov.mv/storage/members/Ub2KHw49LVbccDRGJSnjzkwFOTLGvL8nT9VgbIOd.jpeg,majlis-member-roster
89,19,Ibrahim Muiz,އިބްރާހިމް މުޢިއްޒު,North Henveyru,ހެންވޭރު އުތުރު ދާއިރާ,MDP,2,https://majlis.gov.mv/storage/members/bK2lOj8QuDil6lRCv6GLn3WFpfr1YLpvBddcpnnG.jpeg,majlis-member-roster
87,19,Ali Azim,ޢަލީ ޢާޡިމް,Central Henveyru,މެދުހެންވޭރު ދާއިރާ,DEM,3,https://majlis.gov.mv/storage/members/fYI677nhnXdJ9nlkuqXbdjb2vbFtcQgF59PofEht.jpeg,majlis-member-roster
88,19,Hussain Shaheem,ޙުސައިން ޝަހީމް,South Henveyru,ހެންވޭރު ދެކުނު ދާއިރާ,MDP,4,https://majlis.gov.mv/storage/members/N12tB6BhCvl8CcqPNekrUWyqeAYI7x4KAYnNma2T.jpeg,majlis-member-roster
90,19,Hassan Latheef,ޙަސަން ލަޠީފް,West Henveyru,ހެންވޭރު ހުޅަނގު ދާއިރާ,DEM,5,https://majlis.gov.mv/storage/members/9SefI1QldX6yPjHaUPyZCyFbzU05Ga3MnLjOzDVP.jpeg,majlis-member-roster
91,19,Eva Abdulla,އީވާ ޢަބްދުﷲ,North Galolhu,ގަލޮޅު އުތުރު ދާއިރާ,DEM,6,https://majlis.gov.mv/storage/members/xPgklX19fT4tFwfxppwEUFJQcxlozEPzvBo5uxdg.jpeg,majlis-member-roster
92,19,Meekail Ahmed Naseem,މީކާއީލު އަޙްމަދު ނަސީމް,South Galolhu,ގަލޮޅު ދެކުނު ދާއިރާ,MDP,7,https://majlis.gov.mv/storage/members/z14zfkrnllKuNX6vFinNWgkYswbOa4fwLj5UPEnT.jpeg,majlis-member-roster
93,19,Mohamed Rasheed,މުޙައްމަދު ރަޝީދު,North Mahchangolhi,މައްޗަންގޮޅި އުތުރު ދާއިރާ,DEM,8,https://majlis.gov.mv/storage/members/YZdWSAF0xTLHnT4Y76tE6sLoyiVW2BT6HYecD7kQ.jpeg,majlis-member-roster
94,19,Mohamed Nasheed,ރައީސް މުޙައްމަދު ނަޝީދު,Central Mahchangolhi,މައްޗަންގޮޅި މެދު ދާއިރާ,DEM,9,https://majlis.gov.mv/storage/members/Jf22CsPMt9z1xHNbrypIXgxW8zR3KPG67WLJBKig.jpeg,majlis-member-roster
95,19,Ahmed Haitham,އަޙްމަދު ޚައިތަމް,South Mahchangolhi,މައްޗަންގޮޅި ދެކުނު ދާއިރާ,PNC,10,https://majlis.gov.mv/storage/members/6WZM1CUzSx3m6s8kqamMcfLG3sDZ6mDFE7bcfaeF.jpeg,majlis-member-roster
96,19,Imthiyaz Fahumy,އިމްތިޔާޒު ފަހުމީ,North Maafannu,މާފަންނު އުތުރު ދާއިރާ,DEM,11,https://majlis.gov.mv/storage/members/ayTbWrm7VSo93EgpeU9xufiAtuztAJaRlrxYI53r.jpeg,majlis-member-roster
98,19,Ibrahim Rasheed,އިބްރާހީމް ރަޝީދު,Central Maafannu,މާފަންނު މެދު ދާއިރާ,DEM,12,https://majlis.gov.mv/storage/members/v8YpulnHy6OMtVu4uYjP0dy9zVvyfhU5HS8DnD7r.jpeg,majlis-member-roster
97,19,Mohamed Falah,މުޙައްމަދު ފަލާޙް,West Maafannu,މާފަންނު ހުނޅަގު ދާއިރާ,MDP,13,https://majlis.gov.mv/storage/members/X5ZCfXPBr21qoIP6KsbKyCWxy2Qej0zyJeV8TYHU.jpeg,majlis-member-roster
99,19,Adam Ali,އާދަމް ޢަލީ,South Maafannu,މާފަންނު ދެކުނު ދާއިރާ,PNC,14,https://majlis.gov.mv/storage/members/HloNGp9JwUra6rlc14znf7XhTYfjcmC0o7jx1xtw.jpeg,majlis-member-roster
101,19,Ahmed Saleem,އަޙްމަދު ސަލީމް,Hoarafushi,ހޯރަފުށި ދާއިރާ,MDP,16,https://majlis.gov.mv/storage/members/IjbAzv9HILI8Thi9aDbEjvYuc04qpeWg5EehULR0.jpeg,majlis-member-roster
102,19,Mohamed Shifau,މުޙައްމަދު ޝިފާޢު,Ihavandhoo,އިހަވަންދޫ ދާއިރާ,MDP,17,https://majlis.gov.mv/storage/members/4gyg0tYk9WYYBlqkKN89QWTNLYP4FUXNVNFO15gJ.jpeg,majlis-member-roster
103,19,Ahmed Abdulla,އަޙްމަދު ޢަބްދުﷲ,Baarashu,ބާރަށު ދާއިރާ,MDP,18,https://majlis.gov.mv/storage/members/VHYpHzd7djkieQsXF2VXUD4U9i8Tj0hnEtwiiRgt.jpeg,majlis-member-roster
104,19,Abdulla Waheed,ޢަބްދުﷲ ވަޙީދު,Dhidhdhoo,ދިއްދޫ ދާއިރާ,MDP,19,https://majlis.gov.mv/storage/members/5sKlAa2uRkGFZuEixHTIrJJsHxUf0A9r3CXov0tS.jpeg,majlis-member-roster
105,19,Ibrahim Shareef,އިބްރާހީމް ޝަރީފް,Kelaa,ކެލާ ދާއިރާ,MDP,20,https://majlis.gov.mv/storage/members/JzipIPBS1QO0tbNyOE13sxqohDNtXbnyIp90xkDA.jpeg,majlis-member-roster
106,19,Abdul Ghafoor Moosa,ޢަބްދުލްޣަފޫރު މޫސާ,Hanimaadhoo,ހަނިމާދޫ ދާއިރާ,MDP,21,https://majlis.gov.mv/storage/members/w43luC5hI8NXaw1GH05mTo8QbP54s7vGSZTMORCb.jpeg,majlis-member-roster
107,19,Mohamed Nasheed Abdulla,މުޙައްމަދު ނަޝީދު ޢަބްދުﷲ,Nolhivaram,ނޮޅިވަރަމް ދާއިރާ,IND,22,https://majlis.gov.mv/storage/members/DnWtsjO48QRhFQfWxHpMSdc6ODQlsQq1oSL9oFWu.jpeg,majlis-member-roster
108,19,Hussain Ziyad,ޙުސައިން ޒިޔާދު,Vaikaradhoo,ވައިކަރަދޫ ދާއިރާ,MDP,23,https://majlis.gov.mv/storage/members/og1VCkEymGidfhsKwo8HhebpNCJTITdZRZS3SwWx.jpeg,majlis-member-roster
109,19,Yasir Abdul Latheef,ޔާސިރު ޢަބްދުއްލަޠީފް,North Kulhudhuffushi,ކުޅުދުއްފުށި އުތުރު ދާއިރާ,MDP,24,https://majlis.gov.mv/storage/members/ssUPr4xVg5QrN38vYCYmZPNCBNankHIFFuyS4nwB.jpeg,majlis-member-roster
110,19,Jamsheed Mohamed,ޖަމްޝީދު މުޙައްމަދު,South Kulhudhuffushi,ކުޅުދުއްފުށި ދެކުނު ދާއިރާ,MDP,25,https://majlis.gov.mv/storage/members/viliwA8vm2oWfHht77yED2nQ6O67Ixhu380LIdsb.jpeg,majlis-member-roster
111,19,Mohamed Raee,މުޙައްމަދު ރާޢީ,Makunudhoo,މަކުނުދޫ ދާއިރާ,MDP,26,https://majlis.gov.mv/storage/members/PbqqLCyTk5IpJgrDMMuxMpfiIJYYskoQU2PEY2ty.jpeg,majlis-member-roster
112,19,Abdulla Shaheem Abdul Hakeem,ޢަބްދުﷲ ޝަހީމް ޢަބްދުލްޙަކީމް,Kanditheemu,ކަނޑިތީމު ދާއިރާ,PNC,27,https://majlis.gov.mv/storage/members/ipAaNu1ft8MY3NL9qG1ssQpfY8Y8SxAgTwkQHGSF.jpeg,majlis-member-roster
113,19,Ali Riza,ޢަލީ ރިޟާ,Milandhoo,މިލަންދޫ ދާއިރާ,MDP,28,https://majlis.gov.mv/storage/members/zSkHbjDv4yDzQf2nf5CZkQDyqKCYhCEvRRD3wuR9.jpeg,majlis-member-roster
114,19,Mohamed Rashid,މުޙައްމަދު ރާޝިދު,Komandoo,ކޮމަންޑޫ ދާއިރާ,PNC,29,https://majlis.gov.mv/storage/members/5Wgfflca7ISRDcjaZN44RAyyRT7siRvjbYrv3cQR.png,majlis-member-roster
115,19,Mohamed Shahid,މުޙައްމަދު ޝާހިދު,Funadhoo,ފުނަދޫ ދާއިރާ,MDP,30,https://majlis.gov.mv/storage/members/evvnlyHpR2vsrWjjG56VrOUkvTbadmI644yeTuIt.jpeg,majlis-member-roster
116,19,Ahmed Easa,އަޙްމަދު ޢީސާ,Kendhikulhudhoo,ކެނދިކުޅުދޫ ދާއިރާ,MDP,31,https://majlis.gov.mv/storage/members/zJXjhR6rpfYP5DOUUIKLSYy3nNxjuwLQ6YxLV3KK.jpeg,majlis-member-roster
117,19,Ahmed Haroon,އަޙްމަދު ހާރޫން,Manadhoo,މަނަދޫ ދާއިރާ,MDP,32,https://majlis.gov.mv/storage/members/J9H3ictw65A6Vgqnhgltb326nahzV5e3wQmPwd2c.jpeg,majlis-member-roster
118,19,Mohamed Abdulla Shafeeq,މުޙައްމަދު ޢަބްދުﷲ ޝަފީޤް,Velidhoo,ވެލިދޫ ދާއިރާ,MDP,33,https://majlis.gov.mv/storage/members/VT4iTORCkKPOT66p2IRJOtVogdTPnhRIU76ILlAg.jpeg,majlis-member-roster
119,19,Yoonus Ali,ޔޫނުސް ޢަލީ,Holhudhoo,ހޮޅުދޫ ދާއިރާ,MDP,34,https://majlis.gov.mv/storage/members/iz4SBSTh0Y1dCCxMs1nrckIPVpmAIjX8AcfPJzH6.jpeg,majlis-member-roster
120,19,Mohamed Rasheed Hussain,މުޙައްމަދު ރަޝީދު ޙުސައިން,Alifushi,އަލިފުށި ދާއިރާ,MDP,35,https://majlis.gov.mv/storage/members/y4VJOBprVyo4KcP0k8HxbVwSwdibzR9cyEwYHJzk.jpeg,majlis-member-roster
121,19,Mohamed Waheed,މުޙައްމަދު ވަޙީދު,Ungoofaaru,އުނގޫފާރު ދާއިރާ,DEM,36,https://majlis.gov.mv/storage/members/uLKsiCO7dNet5BN2A3e97BkzuwZlJELoS0WcRr2y.jpeg,majlis-member-roster
122,19,Ismail Ahmed,އިސްމާޢީލް އަޙްމަދު,Dhuvaafaru,ދުވާފަރު ދާއިރާ,MDP,37,https://majlis.gov.mv/storage/members/ZR5buRH0dqGDnaJQY40nOpDqMtrEfzpfJRg5Z1SE.jpeg,majlis-member-roster
123,19,Hassan Ahmed,ޙަސަން އަޙްމަދު,Inguraidhoo,އިނގުރައިދޫ ދާއިރާ,PNC,38,https://majlis.gov.mv/storage/members/NRNFDEyVPpZB9VKsWGR1USnNVldEYaeYn2kWCFHD.jpeg,majlis-member-roster
125,19,Hisaan Hussain,ޙިސާން ޙުސައިން,Thulhaadhoo,ތުޅާދޫ ދާއިރާ,MDP,40,https://majlis.gov.mv/storage/members/mN0QneshkyltP25amht8piyQWMvM9pWEWtEWMWE6.jpeg,majlis-member-roster
126,19,Ahmed Saleem,އަޙްމަދު ސަލީމް,Eydhafushi,އޭދަފުށި ދާއިރާ,PPM,41,https://majlis.gov.mv/storage/members/aVfQHZcana5ZKT3M9QglGwJ8MwRV5G4RjOoZSd6n.jpeg,majlis-member-roster
127,19,Ali Hussain,ޢަލީ ޙުސައިން,Kendhoo,ކެންދޫ ދާއިރާ,JP,42,https://majlis.gov.mv/storage/members/WHp1uDXqpcMu5bnAJA0Vsrzn6ZZubdVKbC3DY9LH.jpeg,majlis-member-roster
128,19,Jeehan Mahmood,ޖީހާން މަޙްމޫދު,Hinnavaru,ހިންނަވަރު ދާއިރާ,MDP,43,https://majlis.gov.mv/storage/members/bf97SBLirorsAE0NobWjCii2QnFGnvzUHVJBeGnx.jpeg,majlis-member-roster
130,19,Abdul Ghani Abdul Hakeem,ޢަބްދުލްޣަނީ ޢަބްދުލްޙަކީމް,Kurendhoo,ކުރެންދޫ ދާއިރާ,PNC,45,https://majlis.gov.mv/storage/members/uuXx0Eh8U9rjqhPjFQFXI4kZ7sPuEBLlNrGKy6F0.jpeg,majlis-member-roster
131,19,Abdulla Jabir,ޢަބްދުﷲ ޖާބިރު,Kaashidhoo,ކާށިދޫ ދާއިރާ,MDP,46,https://majlis.gov.mv/storage/members/9gAL044IbhhfremA4FhWRkAPZbuxuieCc3SSwqFs.jpeg,majlis-member-roster
132,19,Ibrahim Naseem,އިބްރާހީމް ނަސީމް,Thulusdhoo,ތުލުސްދޫ ދާއިރާ,PNC,47,https://majlis.gov.mv/storage/members/LHgIEkiG8n6Rl8QIR37IDIE3ZAytmwBMvUuyEbLD.jpeg,majlis-member-roster
174,19,Ibrahim Shaaz,އިބްރާހީމް ޝާޒު,Guraidhoo,ގުރައިދޫ ދާއިރާ,PNC,48,https://majlis.gov.mv/storage/members/ihuK2aIwAx1CdSM2TNfUXA9C3YVSE3hpgEj7Kyye.jpeg,majlis-member-roster
134,19,Hassan Zareer,ޙަސަން ޒަރީރު,Mathiveri,މަތިވެރި ދާއިރާ,PNC,49,https://majlis.gov.mv/storage/members/Ftayg5DEtfyfcohILlhTFQ3wFtevgvhi8yyEYxby.jpeg,majlis-member-roster
135,19,Hassan Shiyan,ޙަސަން ޝިޔާން,Thoddoo,ތޮއްޑޫ ދާއިރާ,PNC,50,https://majlis.gov.mv/storage/members/UlajJFqMP6elTNPD0wDx4vNnMAHajXGpJxsuWXN6.jpeg,majlis-member-roster
136,19,Qasim Ibrahim,ޤާސިމް އިބްރާހީމް,Maamigili,މާމިގިލި ދާއިރާ,JP,51,https://majlis.gov.mv/storage/members/ypVAwIesjPIbSuL3acGqfyYiyaKmS6acl7UFSDUc.jpeg,majlis-member-roster
137,19,Ahmed Thariq,އަޙްމަދު ޠާރިޤް,Mahibadhoo,މަހިބަދޫ ދާއިރާ,PPM,52,https://majlis.gov.mv/storage/members/8MLKAQfKw6xLEyD1kaAbj8IUD7x5VbXQBzskBK7A.jpeg,majlis-member-roster
138,19,Mohamed Nazim,މުޙައްމަދު ނާޡިމް,Dhangethi,ދަނގެތި ދާއިރާ,IND,53,https://majlis.gov.mv/storage/members/86YdAngihym6xdhwa2uuy5ubeoCMykPVwv286c4v.jpeg,majlis-member-roster
140,19,Hussain Qasim,ޙުސައިން ޤާސިމް,Keyodhoo,ކެޔޮދޫ ދާއިރާ,MDP,55,https://majlis.gov.mv/storage/members/WA5PIVLetszdRhQnlfjHlfIqVics9fZaTOvyOeiY.jpeg,majlis-member-roster
141,19,Ikram Hassan,އިކްރާމް ޙަސަން,Dhiggaru,ދިއްގަރު ދާއިރާ,MDP,56,https://majlis.gov.mv/storage/members/EvZ4dU3LczQTtZck1QvTuwh9MjtbImxBdCYYtVlt.jpeg,majlis-member-roster
142,19,Ibrahim Naseer,އިބްރާހިމް ނަޞީރު,Mulaku,މުލަކު ދާއިރާ,PNC,57,https://majlis.gov.mv/storage/members/zL20Mw4tjTByFK6jTZUtl8z44b0WH3AVi3lGe3nB.jpeg,majlis-member-roster
143,19,Ahmed Haleem,އަޙްމަދު ޙަލީމް,Bilehdhoo,ބިލެތްދޫ ދާއިރާ,MDP,58,https://majlis.gov.mv/storage/members/J7Bq8bCn83xamWurCN70luwQqrcuFmkKm3UVLstF.jpeg,majlis-member-roster
144,19,Abdul Muhsin Hameed,ޢަބްދުލްމުޙުސިން ޙަމީދު,Nilendhoo,ނިލަންދޫ ދާއިރާ,PNC,59,https://majlis.gov.mv/storage/members/w5ZbYQtafZtOEyRNxpjfrQ2CMY2CKHRBshFfQjWi.jpeg,majlis-member-roster
145,19,Ahmed Siyam Mohamed,އަޙްމަދު ސިޔާމް މުޙައްމަދު,Meedhoo,މީދޫ ދާއިރާ,MDA,60,https://majlis.gov.mv/storage/members/NN7Ztq5Lkri6HOPtwCuRfNeFBaZDcbfr7m39GO2H.jpeg,majlis-member-roster
146,19,Ahmed Amir,އަޙްމަދު ޢާމިރު,Kudahuvadhoo,ކުޑަހުވަދޫ ދާއިރާ,MDA,61,https://majlis.gov.mv/storage/members/FYdI7jckUGiDedI8gFdbOI7x9AjGRmTpkCsaoKPt.jpeg,majlis-member-roster
147,19,Hassan Afeef,ޙަސަން ޢަފީފު,Vilifushi,ވިލުފުށި ދާއިރާ,DEM,62,https://majlis.gov.mv/storage/members/fsjeELeCmhPttR8AYiVQP3DBqdvvpIS2AMgnKn28.jpeg,majlis-member-roster
148,19,Abdulla Riyaz,ޢަބްދުﷲ ރިޔާޟް,Thimarafushi,ތިމަރަފުށި ދާއިރާ,IND,63,https://majlis.gov.mv/storage/members/QNN38TFZXzySslT7xFFzzYVLeAl1pK47gYCjGAt6.jpeg,majlis-member-roster
149,19,Mohamed Nashiz,މުޙައްމަދު ނާޝިޒު,Kinbidhoo,ކިނބިދޫ ދާއިރާ,MDP,64,https://majlis.gov.mv/storage/members/M8i7LS4QhzPdcVaL0ztBlcVhnFlgNdLWP6xKNhfp.jpeg,majlis-member-roster
151,19,Ali Hameed,ޢަލީ ޙަމީދު,Isdhoo,އިސްދޫ ދާއިރާ,PNC,66,https://majlis.gov.mv/storage/members/yt5c4NlSOIkwGvbZWFUsVG4CaXMEwrphfivze4CP.jpeg,majlis-member-roster
152,19,Mohamed Visam,މުޙައްމަދު ވިސާމް,Gan,ގަމު ދާއިރާ,MDP,67,https://majlis.gov.mv/storage/members/tAXpmEJTOUkceHLyiCovIuA4c1X5QJs5wtWBbo5b.jpeg,majlis-member-roster
153,19,Moosa Siraj,މޫސާ ސިރާޖު,Fonadhoo,ފޮނަދޫ ދާއިރާ,PNC,68,https://majlis.gov.mv/storage/members/Z8MVef04JpOAmC6Xf36UAnipiUpbwd3Fa7tbsAgz.jpeg,majlis-member-roster
155,19,Saud Hussain,ސަޢުދު ޙުސައިން,Vilingili,ވިލިނގިލި ދާއިރާ,MDP,70,https://majlis.gov.mv/storage/members/fgypCr7KJsKGId41Fiyc4KjrgF0V2nGnfeqT3eyF.jpeg,majlis-member-roster
156,19,Yaugoob Abdulla,ޔަޢުޤޫބު ޢަބްދުﷲ,Dhaandhoo,ދާންދޫ ދާއިރާ,MDP,71,https://majlis.gov.mv/storage/members/XLHymIStTZWnH2lgztelrhDtlDlkLTWmPxFspaV4.jpeg,majlis-member-roster
157,19,Ahmed Saeed,އަޙްމަދު ސަޢީދު,Gemanafushi,ގެމަނަފުށި ދާއިރާ,MDP,72,https://majlis.gov.mv/storage/members/DR0fJLRfbYQoam81M9KQmVGugBgSZNgOVhRO0kWH.jpeg,majlis-member-roster
158,19,Abdul Mughnee,ޢަބްދުލްމުޣުނީ,North Thinadhoo,ތިނަދޫ އުތުރު ދާއިރާ,MDP,73,https://majlis.gov.mv/storage/members/HExPJ12XmS7sgSsv68ehxPbWTae5j0okDBHPoxta.jpeg,majlis-member-roster
159,19,Abdulla Saneef,ޢަބްދުﷲ ސަނީފް,South Thinadhoo,ތިނަދޫ ދެކުނު ދާއިރާ,MDP,74,https://majlis.gov.mv/storage/members/kGLccnIrIn8kGy7WHtBthTJtJvwD1d23XodGxXZk.jpeg,majlis-member-roster
160,19,Hussain Firushan,ޙުސައިން ފިރުޝާން,Madaveli,މަޑަވެލި ދާއިރާ,DEM,75,https://majlis.gov.mv/storage/members/fXGPSBg8BbES8oOtyViKKhACZ8AyATm5q3REMVeg.jpeg,majlis-member-roster
162,19,Ahmed Zahir,އަޙްމަދު ޒާހިރު,Gadhdhoo,ގައްދޫ ދާއިރާ,DEM,77,https://majlis.gov.mv/storage/members/y6kARXqJMXV2LX6vzZqpW2jrkxxOhDo8Y6FsjibY.jpeg,majlis-member-roster
163,19,Mohamed Rasheed,މުޙައްމަދު ރަޝީދު,North Fuvahmulah,ފުވައްމުލަކު އުތުރު ދާއިރާ,MDP,78,https://majlis.gov.mv/storage/members/B5XwedOiapYMRyM1qtTTnCxMoLu1Fsw3nYeRBEWf.jpeg,majlis-member-roster
164,19,Hussain Mohamed Didi,ޙުސައިން މުޙައްމަދުދީދީ,Central Fuvahmulah,ފުވައްމުލަކު މެދު ދާއިރާ,MDP,79,https://majlis.gov.mv/storage/members/kDQuR5zelOQqZyDMyLMLlhV2xwGjwDeSWHOKzQgO.jpeg,majlis-member-roster
165,19,Mohamed Mumthaz,މުޙައްމަދު މުމްތާޒް,South Fuvahmulah,ފުވައްމުލަކު ދެކުނު ދާއިރާ,MDP,80,https://majlis.gov.mv/storage/members/juNRsMnpB1dEJ2rBXxDvQHB600dY6omv16zjEd6V.jpeg,majlis-member-roster
166,19,Ilyas Labeeb,އިލްޔާސް ލަބީބު,Hulhudhoo,ހުޅުދޫ ދާއިރާ,DEM,81,https://majlis.gov.mv/storage/members/L2EmmlUelIw9rcCCL4Dwj9YrnrYp3RdfDx3uak13.jpeg,majlis-member-roster
167,19,Mohamed Nihad,މުޙައްމަދު ނިހާދު,Feydhoo,ފޭދޫ ދާއިރާ,PNC,82,https://majlis.gov.mv/storage/members/wocvupEgKRRkJiK3skkcyQSyu7MrO7oQSZDOQ2Aj.jpeg,majlis-member-roster
168,19,Ibrahim Shareef,އިބްރާހީމް ޝަރީފް,Maradhoo,މަރަދޫ ދާއިރާ,PNC,83,https://majlis.gov.mv/storage/members/CwdQxQCvJtmkmlhAFE1hQ0nc0xjRt5bYixdC6ZVP.jpeg,majlis-member-roster
169,19,Mohamed Aslam,މުޙައްމަދު އަސްލަމް,North Hithadhoo,ހިތަދޫ އުތުރު ދާއިރާ,MDP,84,https://majlis.gov.mv/storage/members/KKvygJOylYUAGPjmywf6xYbd4H7EDlSgFemJ1vb5.jpeg,majlis-member-roster
170,19,Ahmed Rasheed,އަޙްމަދު ރަޝީދު,Central Hithadhoo,ހިތަދޫ މެދު ދާއިރާ,DEM,85,https://majlis.gov.mv/storage/members/x9OK64n6JCu2qnImg9MqVVWBGpHSKeEqgSP5eIif.jpeg,majlis-member-roster
171,19,Ibrahim Nazil,އިބްރާހީމް ނާޒިލް,South Hithadhoo,ހިތަދޫ ދެކުނު ދާއިރާ,MDP,86,https://majlis.gov.mv/storage/members/GFnjVIFVXVEYcU2izV4jP8f0zCeD4waqgaAggNR3.jpeg,majlis-member-roster
172,19,Rozaina Adam,ރޮޒައިނާ އާދަމް,Addu Meedhoo,އައްޑޫމީދޫ ދާއިރާ,MDP,87,https://majlis.gov.mv/storage/members/Font3sWVqIT5s6OTlJUmtRP3qpjR2z708F0n3kyT.jpeg,majlis-member-roster
133,19,Ibrahim Riza,އިބްރާހީމް ރިޟާ,Guraidhoo,ގުރައިދޫ ދާއިރާ,PPM,,https://majlis.gov.mv/storage/members/orTF5F49DDWp4O9KUpKD7YDVSRsVxuxdOHVXycYk.jpeg,majlis-member-roster
173,19,Hussain Waheed,ޙުސައިން ވަޙީދު,Komandoo,ކޮމަންޑޫ ދާއިރާ,MDP,,https://majlis.gov.mv/storage/members/SPJCnQJIO1U563ql8vFEMMeAzsxUArkml92I9Rq9.png,majlis-member-roster
100,19,Ahmed Usham,އަޙްމަދު އުޝާމް,Vilimale',ވިލިމާލެ ދާއިރާ,MNP,,https://majlis.gov.mv/storage/members/feUnAYQELt7ciT1NRDp0N6yIAQTkWYXpxwwk4RDo.jpeg,majlis-member-roster
124,19,Adam Shareef,އާދަމް ޝަރީފް,Maduvvari,މަޑުއްވަރި ދާއިރާ,PNC,,https://majlis.gov.mv/storage/members/PvRhtHELo5oCfuponCb9keIW5aLRm34arcNGjGqO.jpeg,majlis-member-roster
129,19,Ahmed Shiyam,އަޙްމަދު ޝިޔާމް,Naifaru,ނައިފަރު ދާއިރާ,PPM,,https://majlis.gov.mv/storage/members/6QN424DqlNTRCrO9ptvdLrXdkzCoiKFHajknYXXt.jpeg,majlis-member-roster
139,19,Ibrahim Fazul Rasheed,އިބްރާހީމް ފަޟުލް ރަޝީދު,Felidhoo,ފެލިދޫ ދާއިރާ,PNC,,https://majlis.gov.mv/storage/members/Si869x7lFOhgHvfNEJpJOfrIjoSEwk0K2QmzF0jF.jpeg,majlis-member-roster
150,19,Mohamed Ghassan Maumoon,މުޙައްމަދު ޣައްސާން މައުމޫން,Guraidhoo,ތ. ގުރައިދޫ ދާއިރާ,PPM,,https://majlis.gov.mv/storage/members/pYidv9fZKzELKJ1STo6XhRRZhYZv6s8GO121wOWW.jpeg,majlis-member-roster
154,19,Mohamed Saeed,މުޙައްމަދު ސަޢީދު,Maavashu,މާވަށު ދާއިރާ,PNC,,https://majlis.gov.mv/storage/members/1xOJbWf324qDoVrkVa2m2kDYuCJd60gISoN2k84d.jpeg,majlis-member-roster
161,19,Hussain Mohamed Latheef,ޙުސައިން މުޙައްމަދު ލަޠީފް,Faresmaathodaa,ފަރެސްމާތޮޑާ ދާއިރާ,PNC,,https://majlis.gov.mv/storage/members/IqavlUDDmWnQvg8F1CNP7ADTXOrVqXh8YN5tu5hv.jpeg,majlis-member-roster
175,20,Hussain Shareef,ޙުސައިން ޝަރީފު,North Hulhumale',ހުޅުމާލެ އުތުރު ދާއިރާ,PNC,1,https://majlis.gov.mv/storage/members/S8cL1FH911hlyysKuMoun5f401dUCrlfkb8iAXa4.jpg,majlis-member-roster
176,20,Abdulla Shazeem,ޢަބްދުﷲ ޝަޛީމް,Central Hulhumale',ހުޅުމާލެ މެދު ދާއިރާ,PNC,2,https://majlis.gov.mv/storage/members/HprxQktStn4YF7VIqtWNcawJoNDdODyxDVUjJkWQ.jpg,majlis-member-roster
177,20,Dr. Ahmed Shamheed,ޑޮކްޓަރ އަޙްމަދު ޝަމްހީދު,South Hulhumale',ހުޅުމާލެ ދެކުނު ދާއިރާ,MDP,3,https://majlis.gov.mv/storage/members/wJ333PB8HpMdJttRqLtbpLLcxR0TeSejDd8JZ340.jpg,majlis-member-roster
178,20,Ahmed Aifan,އަޙްމަދު އައިފާން,North Henveyru,ހެންވޭރު އުތުރު ދާއިރާ,PNC,4,https://majlis.gov.mv/storage/members/hXXCTzvqVLvipS4oWrcHNm60ro9coVACIW6dkjXA.jpg,majlis-member-roster
179,20,Hussain Nasih,ޙުސައިން ނާޞިޙް,Central Henveyru,މެދުހެންވޭރު ދާއިރާ,PNC,5,https://majlis.gov.mv/storage/members/A3R6uYERHgTVGzCPIf490sEFxHyO1hsVeNnHfGub.jpg,majlis-member-roster
180,20,Hussain Imran Latheef,ޙުސައިން އިމްރާން ލަޠީފް,South Henveyru,ހެންވޭރު ދެކުނު ދާއިރާ,PNC,6,https://majlis.gov.mv/storage/members/ARt0dP3Y0b6vtPbGuBf4ZIH4fBNkO6NRyajCPTP4.jpg,majlis-member-roster
181,20,Ali Ibrahim,ޢަލީ އިބްރާހީމް,West Henveyru,ހެންވޭރު ހުޅަނގު ދާއިރާ,PNC,7,https://majlis.gov.mv/storage/members/BlxD791zTIcWvDMTbqrhIM3yHuqkoNs5Y4MWrLcO.jpg,majlis-member-roster
182,20,Mohamed Ibrahim,މުޙައްމަދު އިބްރާހީމް,North Galolhu,ގަލޮޅު އުތުރު ދާއިރާ,MDP,8,https://majlis.gov.mv/storage/members/NmkszIpAYXeuFbigLMzUifHZB6ZLHsbKTjXv6gt4.jpg,majlis-member-roster
183,20,Meekail Ahmed Nasym,މީކާއީލު އަޙްމަދު ނަސީމް,South Galolhu,ގަލޮޅު ދެކުނު ދާއިރާ,MDP,9,https://majlis.gov.mv/storage/members/tl35lCvVt6FxehD5THIAD798crc0SXMgi3aTEYaB.jpg,majlis-member-roster
184,20,Ibrahim Muhammad,އިބްރާހީމް މުޙައްމަދު,North Mahchangolhi,މައްޗަންގޮޅި އުތުރު ދާއިރާ,PNC,10,https://majlis.gov.mv/storage/members/Ltpw9yOYRTK0xYAVyDABN6WsgUdYb34wj28js9O6.jpg,majlis-member-roster
185,20,Ahmed Xamyr,އަޙްމަދު ޟަމީރު,Central Mahchangolhi,މައްޗަންގޮޅި މެދު ދާއިރާ,PNC,11,https://majlis.gov.mv/storage/members/rRiyZwXMyqrEfzVazQgmRtju30RMxiwHgrQJoLym.jpg,majlis-member-roster
